"","person_age","person_income","person_home_ownership","person_emp_length","loan_intent","loan_grade","loan_amnt","loan_int_rate","loan_status","loan_percent_income","cb_person_default_on_file","cb_person_cred_hist_length"
"944",22,46800,"RENT",6,"MEDICAL","C",18000,15.23,"1",0.38,"Y",2
"945",22,48000,"RENT",5,"EDUCATION","B",18000,25.9986905358792,"1",0.38,"N",2
"946",24,42000,"RENT",8,"HOMEIMPROVEMENT","D",18000,14.46,"1",0.43,"Y",3
"947",24,24000,"OWN",5,"VENTURE","A",4200,6.99,"0",0.17,"N",3
"948",24,43400,"RENT",2,"DEBTCONSOLIDATION","E",18000,16.63,"1",0.41,"Y",2
"949",24,50000,"RENT",1,"MEDICAL","B",18000,12.42,"1",0.36,"N",4
"950",24,50000,"RENT",4,"VENTURE","A",18000,7.9,"1",0.36,"N",4
"951",23,24000,"MORTGAGE",2,"MEDICAL","D",5000,15.99,"1",0.21,"Y",2
"952",26,50000,"RENT",5,"EDUCATION","C",18000,13.11,"1",0.36,"N",3
"953",22,50000,"RENT",6,"VENTURE","C",18000,13.79,"1",0.36,"N",2
"954",22,24000,"OWN",3,"EDUCATION","B",2500,10.59,"0",0.1,"N",2
"955",22,52000,"RENT",6,"EDUCATION","C",18000,27.5888997877091,"1",0.35,"N",4
"956",22,24000,"OWN",1,"MEDICAL","C",6000,12.68,"0",0.25,"Y",4
"957",25,52000,"RENT",2,"VENTURE","C",18000,12.98,"1",0.35,"N",4
"958",22,52000,"RENT",1,"VENTURE","C",18000,13.85,"1",0.35,"Y",4
"959",25,52526,"RENT",9,"VENTURE","B",18000,12.21,"1",0.34,"N",2
"960",22,46610,"RENT",6,"DEBTCONSOLIDATION","B",18000,10.71,"1",0.39,"N",3
"961",24,48000,"RENT",5,"PERSONAL","A",18000,6.54,"1",0.38,"N",2
"962",23,24000,"OWN",0,"PERSONAL","A",8000,5.79,"0",0.33,"N",3
"963",25,55000,"RENT",2,"EDUCATION","C",18000,12.84,"1",0.33,"N",2
"964",25,55344,"RENT",2,"HOMEIMPROVEMENT","B",18000,10.99,"1",0.33,"N",4
"965",23,24000,"MORTGAGE",5,"MEDICAL","B",1375,11.11,"1",0.06,"N",4
"966",24,56000,"RENT",2,"EDUCATION","C",18000,13.48,"1",0.32,"N",3
"967",21,50000,"RENT",2,"EDUCATION","D",18000,14.74,"1",0.36,"N",2
"968",25,58000,"RENT",6,"VENTURE","C",18000,22.8907694633027,"1",0.31,"N",4
"969",21,52240,"RENT",5,"MEDICAL","E",18000,19.69,"1",0.34,"N",2
"970",26,53000,"RENT",2,"VENTURE","E",18000,17.19,"1",0.34,"Y",3
"971",22,60000,"RENT",3,"EDUCATION","D",18000,16.32,"0",0.3,"N",4
"972",22,60000,"RENT",0,"EDUCATION","B",18000,9.33,"0",0.3,"N",3
"973",25,61500,"RENT",1,"EDUCATION","C",18000,13.23,"0",0.29,"Y",2
"974",26,24000,"MORTGAGE",10,"MEDICAL","A",5000,7.66,"1",0.21,"N",3
"975",22,62000,"RENT",0,"MEDICAL","C",18000,13.85,"0",0.29,"Y",4
"976",23,24000,"MORTGAGE",1,"EDUCATION","B",5600,9.63,"0",0.23,"N",3
"977",24,24000,"OWN",2,"VENTURE","A",10000,6.92,"0",0.42,"N",4
"978",22,63000,"RENT",0,"VENTURE","B",18000,9.63,"0",0.29,"N",4
"979",23,63000,"RENT",1,"EDUCATION","B",18000,10.99,"0",0.29,"N",3
"980",23,63000,"RENT",2,"EDUCATION","C",18000,13.57,"0",0.29,"Y",3
"981",25,65000,"RENT",8,"VENTURE","A",18000,25.2548365499627,"0",0.28,"N",3
"982",25,65000,"RENT",9,"HOMEIMPROVEMENT","C",18000,13.99,"0",0.28,"N",3
"983",24,59000,"RENT",1,"HOMEIMPROVEMENT","D",18000,14.96,"1",0.31,"Y",4
"984",25,65000,"RENT",8,"HOMEIMPROVEMENT","C",18000,28.6280592790725,"0",0.28,"N",3
"985",26,59000,"RENT",2,"VENTURE","E",18000,16,"1",0.31,"N",4
"986",26,60000,"RENT",2,"HOMEIMPROVEMENT","D",18000,16.29,"1",0.3,"Y",2
"987",25,66000,"RENT",9,"EDUCATION","B",18000,10.25,"0",0.27,"N",3
"988",21,68000,"RENT",4,"EDUCATION","B",18000,10.65,"0",0.26,"N",2
"989",24,70000,"RENT",1,"HOMEIMPROVEMENT","B",18000,9.88,"0",0.26,"N",2
"990",25,54400,"RENT",10,"MEDICAL","E",18000,16,"1",0.28,"Y",2
"991",25,70200,"RENT",9,"EDUCATION","E",18000,16.45,"0",0.26,"N",2
"992",25,65000,"RENT",3,"PERSONAL","D",18000,15.33,"1",0.28,"N",4
"993",26,71820,"RENT",10,"DEBTCONSOLIDATION","B",18000,11.83,"0",0.25,"N",2
"994",24,66000,"RENT",2,"PERSONAL","D",18000,14.54,"1",0.27,"Y",4
"995",24,72000,"RENT",4,"VENTURE","A",18000,7.88,"0",0.25,"N",2
"996",24,24000,"OWN",3,"EDUCATION","C",3000,13.98,"0",0.13,"N",2
"997",23,73500,"RENT",7,"EDUCATION","A",18000,21.4058913765933,"0",0.24,"N",2
"998",25,24000,"MORTGAGE",0,"VENTURE","D",1200,15.21,"0",0.05,"Y",4
"999",23,75000,"RENT",7,"EDUCATION","C",18000,12.73,"0",0.24,"Y",4
"1000",25,24000,"MORTGAGE",2,"PERSONAL","D",3500,15.58,"1",0.15,"Y",2
"1001",23,75576,"RENT",7,"EDUCATION","B",18000,9.88,"0",0.24,"N",3
"1002",21,24000,"OWN",2,"MEDICAL","B",7000,11.86,"0",0.29,"N",2
"1003",26,78000,"RENT",6,"EDUCATION","C",18000,13.49,"0",0.23,"N",2
"1004",21,80000,"RENT",6,"VENTURE","A",18000,7.9,"0",0.23,"N",2
"1005",23,80000,"RENT",5,"VENTURE","A",18000,8.49,"0",0.23,"N",3
"1006",22,80000,"RENT",1,"EDUCATION","B",18000,10.99,"0",0.23,"N",4
"1007",26,80171,"RENT",3,"HOMEIMPROVEMENT","C",18000,13.85,"0",0.22,"N",3
"1008",23,81000,"RENT",7,"MEDICAL","C",18000,13.98,"0",0.22,"N",2
"1009",23,24000,"MORTGAGE",1,"DEBTCONSOLIDATION","D",2800,16.07,"1",0.12,"N",3
"1010",23,82000,"RENT",7,"MEDICAL","A",18000,26.6940414400689,"0",0.22,"N",2
"1011",23,76500,"RENT",3,"DEBTCONSOLIDATION","B",18000,10.65,"1",0.24,"N",4
"1012",24,24000,"MORTGAGE",4,"EDUCATION","D",8500,15.7,"0",0.35,"N",2
"1013",26,24000,"MORTGAGE",5,"PERSONAL","C",2100,13.11,"0",0.09,"N",3
"1014",22,82570,"RENT",6,"VENTURE","C",18000,15.27,"0",0.22,"N",2
"1015",26,24000,"MORTGAGE",1,"HOMEIMPROVEMENT","B",6000,10.99,"0",0.25,"N",4
"1016",25,84000,"RENT",5,"HOMEIMPROVEMENT","B",18000,9.88,"0",0.21,"N",3
"1017",22,24000,"MORTGAGE",6,"MEDICAL","A",2500,7.14,"0",0.1,"N",2
"1018",25,85000,"RENT",0,"EDUCATION","B",18000,11.71,"0",0.21,"N",4
"1019",26,86000,"RENT",10,"VENTURE","A",18000,8.49,"0",0.21,"N",2
"1020",23,87000,"RENT",2,"EDUCATION","B",18000,11.89,"0",0.21,"N",2
"1021",23,88000,"RENT",1,"EDUCATION","C",18000,13.16,"0",0.2,"N",4
"1022",23,90000,"RENT",4,"PERSONAL","B",18000,8.88,"0",0.2,"N",4
"1023",24,95000,"RENT",3,"DEBTCONSOLIDATION","A",18000,8.49,"0",0.19,"N",4
"1024",26,95000,"RENT",9,"HOMEIMPROVEMENT","D",18000,15.31,"0",0.19,"N",3
"1025",24,102000,"RENT",8,"EDUCATION","C",18000,12.53,"0",0.18,"Y",3
"1026",24,110000,"RENT",4,"DEBTCONSOLIDATION","B",18000,12.18,"0",0.16,"N",4
"1027",23,87550,"RENT",7,"MEDICAL","A",18000,7.51,"1",0.17,"N",3
"1028",26,116004,"RENT",6,"VENTURE","B",18000,11.83,"0",0.16,"N",4
"1029",24,121000,"RENT",8,"PERSONAL","F",18000,18.3,"0",0.15,"N",3
"1030",22,125000,"RENT",3,"MEDICAL","C",18000,14.79,"0",0.14,"Y",3
"1031",25,24000,"OWN",4,"MEDICAL","B",5000,10.95,"0",0.21,"N",3
"1032",22,143436.467361937,"RENT",5,"DEBTCONSOLIDATION","C",18000,13.72,"0",0.12,"N",3
"1033",24,201589.353632553,"RENT",8,"EDUCATION","B",18000,10.62,"0",0.12,"N",4
"1034",22,24000,"OWN",6,"MEDICAL","B",5000,12.21,"0",0.21,"N",3
"1035",21,75000,"RENT",3,"EDUCATION","C",17950,10.91,"0",0.24,"N",3
"1036",26,130000,"RENT",2,"PERSONAL","A",17950,25.9317652576419,"0",0.14,"N",2
"1037",25,24000,"OWN",0,"MEDICAL","A",7000,9.63,"0",0.29,"N",3
"1038",23,62050,"RENT",1,"MEDICAL","E",17800,16.35,"1",0.24,"Y",3
"1039",23,24000,"OWN",1,"EDUCATION","B",1500,12.21,"0",0.06,"N",2
"1040",22,48000,"RENT",0,"DEBTCONSOLIDATION","C",17750,13.49,"1",0.37,"N",4
"1041",22,65000,"RENT",6,"DEBTCONSOLIDATION","B",17700,11.49,"0",0.27,"N",2
"1042",26,24000,"MORTGAGE",5,"PERSONAL","B",8000,9.76,"0",0.33,"N",3
"1043",24,24000,"MORTGAGE",3,"EDUCATION","C",8000,11.34,"0",0.33,"Y",4
"1044",22,24000,"MORTGAGE",2,"EDUCATION","D",3975,13.87,"0",0.17,"N",3
"1045",23,45000,"RENT",1,"DEBTCONSOLIDATION","A",17625,8.9,"1",0.39,"N",4
"1046",22,65500,"RENT",4,"EDUCATION","B",17600,10.74,"0",0.27,"N",2
"1047",24,70000,"RENT",1,"HOMEIMPROVEMENT","B",17600,10.62,"0",0.25,"N",2
"1048",24,71480,"RENT",8,"HOMEIMPROVEMENT","F",17600,23.1557717369619,"0",0.25,"N",4
"1049",21,24000,"MORTGAGE",2,"EDUCATION","B",5000,8.7,"0",0.21,"N",2
"1050",23,24091,"MORTGAGE",5,"PERSONAL","C",3500,12.99,"0",0.15,"Y",2
"1051",24,72250,"RENT",5,"MEDICAL","E",17600,17.19,"1",0.21,"Y",4
"1052",25,32400,"RENT",1,"HOMEIMPROVEMENT","D",17500,15.95,"1",0.54,"Y",3
"1053",23,36000,"RENT",2,"VENTURE","C",17500,14.22,"1",0.49,"N",4
"1054",21,37232,"RENT",3,"MEDICAL","B",17500,12.53,"1",0.47,"N",2
"1055",21,24300,"OWN",3,"MEDICAL","B",4500,11.83,"0",0.19,"N",4
"1056",21,24396,"MORTGAGE",2,"VENTURE","D",4000,15.05,"0",0.16,"N",4
"1057",24,40800,"RENT",6,"MEDICAL","B",17500,10.62,"1",0.43,"N",4
"1058",22,24449,"OWN",2,"VENTURE","B",1800,11.89,"0",0.07,"N",4
"1059",25,44000,"RENT",6,"EDUCATION","B",17500,12.53,"1",0.4,"N",4
"1060",23,47500,"RENT",5,"MEDICAL","C",17500,13.61,"1",0.37,"N",4
"1061",22,49176,"RENT",7,"MEDICAL","C",17500,13.85,"1",0.36,"N",2
"1062",23,49270,"RENT",7,"DEBTCONSOLIDATION","C",17500,13.85,"1",0.36,"N",4
"1063",23,53352,"RENT",3,"VENTURE","A",17500,6.54,"1",0.33,"N",2
"1064",24,54996,"RENT",7,"EDUCATION","E",17500,17.19,"1",0.32,"N",3
"1065",24,58000,"RENT",5,"EDUCATION","C",17500,13.49,"0",0.3,"Y",4
"1066",23,59000,"RENT",1,"EDUCATION","B",17500,9.25,"0",0.3,"N",4
"1067",26,60000,"RENT",10,"VENTURE","A",17500,6.54,"0",0.29,"N",4
"1068",26,75000,"RENT",4,"PERSONAL","A",17500,7.9,"0",0.23,"N",2
"1069",22,24900,"MORTGAGE",1,"MEDICAL","C",5500,13.16,"1",0.22,"N",2
"1070",25,95950,"RENT",2,"HOMEIMPROVEMENT","B",17500,11.71,"0",0.18,"N",2
"1071",21,24960,"MORTGAGE",0,"PERSONAL","C",2000,13.99,"0",0.08,"Y",3
"1072",23,40000,"RENT",2,"EDUCATION","B",17475,9.91,"1",0.44,"N",2
"1073",21,45408,"RENT",3,"DEBTCONSOLIDATION","B",17475,9.91,"1",0.38,"N",2
"1074",23,24996,"MORTGAGE",4,"EDUCATION","B",5000,12.69,"0",0.2,"N",2
"1075",22,58000,"RENT",0,"EDUCATION","A",17475,7.51,"0",0.3,"N",3
"1076",24,82000,"RENT",7,"PERSONAL","B",17400,11.99,"0",0.21,"N",4
"1077",24,96000,"RENT",1,"DEBTCONSOLIDATION","B",17400,10.37,"0",0.18,"N",2
"1078",24,133000,"RENT",5,"EDUCATION","B",17400,11.71,"0",0.13,"N",4
"1079",24,95000,"RENT",8,"PERSONAL","D",17200,17.58,"0",0.18,"N",3
"1080",23,35000,"RENT",6,"EDUCATION","B",17000,10.37,"1",0.49,"N",2
"1081",26,29400,"RENT",1,"HOMEIMPROVEMENT","C",17000,12.99,"1",0.58,"Y",2
"1082",21,24996,"OWN",3,"EDUCATION","D",7000,15.58,"0",0.28,"N",2
"1083",22,40000,"RENT",1,"DEBTCONSOLIDATION","B",17000,10.65,"1",0.42,"N",4
"1084",22,41400,"RENT",2,"MEDICAL","C",17000,12.87,"1",0.41,"N",3
"1085",22,42000,"RENT",5,"DEBTCONSOLIDATION","A",17000,7.66,"1",0.4,"N",4
"1086",24,43275,"RENT",4,"MEDICAL","C",17000,13.47,"1",0.39,"N",3
"1087",24,45792,"RENT",3,"DEBTCONSOLIDATION","B",17000,10.38,"1",0.37,"N",2
"1088",23,47000,"RENT",8,"DEBTCONSOLIDATION","B",17000,9.99,"1",0.36,"N",4
"1089",25,49896,"RENT",7,"EDUCATION","E",17000,16.82,"1",0.34,"N",3
"1090",24,50000,"RENT",3,"PERSONAL","C",17000,13.79,"1",0.34,"N",3
"1091",23,24996,"OWN",1,"PERSONAL","D",4575,19.6057970785379,"0",0.18,"Y",2
"1092",23,24996,"OWN",1,"EDUCATION","B",8000,11.26,"0",0.32,"N",2
"1093",23,51000,"RENT",7,"PERSONAL","A",17000,8.49,"1",0.33,"N",4
"1094",25,52000,"RENT",9,"MEDICAL","C",17000,12.98,"1",0.33,"Y",2
"1095",21,24996,"OWN",5,"MEDICAL","C",6500,11.34,"0",0.26,"Y",4
"1096",23,52000,"RENT",3,"DEBTCONSOLIDATION","B",17000,11.58,"1",0.33,"N",4
"1097",24,52500,"RENT",3,"HOMEIMPROVEMENT","B",17000,21.4893301427222,"1",0.32,"N",3
"1098",23,54660,"RENT",6,"MEDICAL","B",17000,9.88,"1",0.31,"N",4
"1099",26,25000,"OWN",0,"VENTURE","C",7400,18.2067580271736,"0",0.3,"N",2
"1100",24,55782,"RENT",3,"DEBTCONSOLIDATION","A",17000,7.51,"0",0.3,"N",3
"1101",23,53000,"RENT",8,"PERSONAL","B",17000,10.25,"1",0.32,"N",4
"1102",22,25000,"OWN",1,"MEDICAL","C",2400,14.27,"0",0.1,"Y",2
"1103",23,60000,"RENT",3,"PERSONAL","B",17000,11.11,"0",0.28,"N",2
"1104",25,60000,"RENT",3,"PERSONAL","A",17000,6.91,"0",0.28,"N",2
"1105",25,62000,"RENT",3,"VENTURE","A",17000,5.99,"0",0.27,"N",3
"1106",26,65000,"RENT",0,"VENTURE","C",17000,13.47,"0",0.26,"N",2
"1107",23,70000,"RENT",1,"PERSONAL","B",17000,8.88,"0",0.24,"N",3
"1108",24,75000,"RENT",0,"DEBTCONSOLIDATION","B",17000,12.53,"0",0.23,"N",2
"1109",24,75000,"RENT",8,"EDUCATION","B",17000,9.33,"0",0.23,"N",3
"1110",23,78000,"RENT",5,"MEDICAL","B",17000,10.99,"0",0.22,"N",3
"1111",21,25000,"MORTGAGE",2,"VENTURE","B",3600,9.91,"0",0.14,"N",4
"1112",23,85500,"RENT",1,"EDUCATION","C",17000,13.11,"0",0.2,"Y",2
"1113",22,89004,"RENT",7,"DEBTCONSOLIDATION","A",17000,9.63,"0",0.19,"N",4
"1114",26,66300,"RENT",0,"MEDICAL","D",17000,16.77,"1",0.22,"Y",3
"1115",23,90000,"RENT",7,"EDUCATION","B",17000,10.59,"0",0.19,"N",3
"1116",26,95000,"RENT",10,"EDUCATION","B",17000,11.49,"0",0.18,"N",3
"1117",22,96000,"RENT",6,"PERSONAL","B",17000,11.48,"0",0.18,"N",2
"1118",25,114000,"RENT",3,"EDUCATION","B",17000,10.37,"0",0.15,"N",3
"1119",26,74721.0509893339,"RENT",2,"VENTURE","B",17000,9.88,"0",0.1,"N",3
"1120",21,49000,"RENT",2,"PERSONAL","D",16950,18.25,"1",0.35,"Y",4
"1121",24,72000,"RENT",0,"DEBTCONSOLIDATION","A",16875,6.54,"0",0.23,"N",4
"1122",26,25000,"MORTGAGE",10,"MEDICAL","A",7000,6.99,"0",0.28,"N",2
"1123",23,25000,"OWN",5,"MEDICAL","A",7200,8.49,"0",0.29,"N",2
"1124",22,34819,"RENT",2,"PERSONAL","B",16800,10.99,"1",0.48,"N",4
"1125",22,50000,"RENT",1,"MEDICAL","B",16800,12.53,"1",0.34,"N",3
"1126",22,25000,"MORTGAGE",4,"EDUCATION","A",1800,8.49,"0",0.07,"N",2
"1127",24,55000,"RENT",8,"MEDICAL","B",16800,23.1683726092985,"1",0.31,"N",4
"1128",22,60000,"RENT",2,"MEDICAL","C",16800,14.65,"0",0.28,"Y",4
"1129",24,60000,"RENT",8,"EDUCATION","A",16800,6.54,"0",0.28,"N",2
"1130",23,60000,"RENT",0,"MEDICAL","C",16800,13.85,"0",0.28,"Y",2
"1131",26,54000,"RENT",3,"MEDICAL","D",16800,12.67,"1",0.31,"Y",3
"1132",22,25000,"MORTGAGE",0,"HOMEIMPROVEMENT","B",3000,9.99,"1",0.12,"N",3
"1133",22,66000,"RENT",6,"MEDICAL","C",16800,13.49,"0",0.25,"Y",3
"1134",22,58650,"RENT",6,"MEDICAL","D",16800,16.77,"1",0.24,"N",2
"1135",24,74000,"RENT",1,"HOMEIMPROVEMENT","D",16800,15.65,"1",0.23,"Y",3
"1136",26,97000,"RENT",11,"HOMEIMPROVEMENT","B",16800,12.42,"0",0.17,"N",3
"1137",26,97000,"RENT",4,"MEDICAL","A",16800,6.17,"0",0.17,"N",4
"1138",23,103000,"RENT",4,"DEBTCONSOLIDATION","C",16800,13.11,"0",0.16,"N",4
"1139",24,125000,"RENT",8,"VENTURE","B",16800,12.42,"0",0.13,"N",4
"1140",25,25000,"OWN",5,"HOMEIMPROVEMENT","C",2000,14.17,"0",0.08,"N",3
"1141",23,36000,"RENT",2,"MEDICAL","D",16750,15.28,"1",0.47,"Y",4
"1142",22,44500,"RENT",1,"DEBTCONSOLIDATION","B",16750,10.75,"1",0.38,"N",4
"1143",26,45000,"RENT",10,"MEDICAL","C",16750,12.41,"1",0.37,"N",3
"1144",23,46272,"RENT",7,"DEBTCONSOLIDATION","B",16750,11.99,"1",0.36,"N",3
"1145",24,25000,"MORTGAGE",1,"MEDICAL","B",4000,11.11,"0",0.16,"N",2
"1146",26,42000,"RENT",0,"HOMEIMPROVEMENT","D",16750,17.58,"1",0.4,"N",3
"1147",22,50496,"RENT",6,"MEDICAL","C",16750,13.11,"1",0.33,"Y",4
"1148",23,54000,"RENT",7,"VENTURE","C",16750,18.1535254326003,"1",0.31,"N",4
"1149",24,54000,"RENT",0,"PERSONAL","G",16750,20.11,"1",0.31,"Y",2
"1150",23,54996,"RENT",4,"EDUCATION","B",16700,10.37,"0",0.3,"N",3
"1151",25,59160,"RENT",0,"HOMEIMPROVEMENT","E",16600,14.18,"1",0.28,"N",4
"1152",26,70000,"RENT",9,"MEDICAL","C",16525,13.92,"0",0.24,"Y",2
"1153",25,98400,"RENT",4,"PERSONAL","D",16525,15.28,"0",0.17,"Y",3
"1154",22,40428,"RENT",4,"MEDICAL","B",16500,10.75,"1",0.41,"N",2
"1155",26,47000,"RENT",0,"MEDICAL","A",16500,18.7242445197894,"1",0.35,"N",4
"1156",23,47000,"RENT",5,"VENTURE","B",16500,10.62,"1",0.35,"N",3
"1157",22,48000,"RENT",6,"MEDICAL","A",16500,8.9,"1",0.34,"N",4
"1158",25,25000,"OWN",2,"VENTURE","A",1500,6.76,"0",0.06,"N",4
"1159",25,56000,"RENT",0,"HOMEIMPROVEMENT","D",16500,12.8,"1",0.29,"Y",3
"1160",25,57504,"RENT",2,"HOMEIMPROVEMENT","A",16500,9.32,"1",0.29,"N",3
"1161",24,25000,"MORTGAGE",3,"VENTURE","A",9000,7.14,"0",0.36,"N",4
"1162",26,25000,"OWN",7,"VENTURE","A",11500,7.88,"0",0.46,"N",3
"1163",25,25000,"OWN",3,"EDUCATION","A",3000,6.76,"0",0.12,"N",2
"1164",26,83300,"RENT",2,"MEDICAL","D",16500,16.77,"1",0.17,"N",4
"1165",24,45000,"RENT",1,"PERSONAL","C",16425,13.49,"1",0.36,"Y",2
"1166",24,61000,"RENT",3,"HOMEIMPROVEMENT","B",16400,10.99,"0",0.27,"N",4
"1167",22,27600,"RENT",2,"DEBTCONSOLIDATION","B",16300,24.5864514746673,"1",0.59,"N",4
"1168",26,47000,"RENT",5,"PERSONAL","B",16250,12.42,"1",0.35,"N",4
"1169",21,25000,"MORTGAGE",6,"PERSONAL","A",1000,7.51,"0",0.04,"N",3
"1170",22,54000,"RENT",3,"DEBTCONSOLIDATION","B",16075,10.37,"0",0.3,"N",3
"1171",25,39000,"RENT",1,"HOMEIMPROVEMENT","E",16050,17.14,"1",0.41,"Y",3
"1172",23,30000,"RENT",1,"EDUCATION","C",16000,13.23,"1",0.53,"N",2
"1173",22,33000,"RENT",1,"VENTURE","B",16000,10.99,"1",0.48,"N",2
"1174",26,35000,"RENT",2,"EDUCATION","A",16000,6.03,"1",0.46,"N",4
"1175",26,25000,"MORTGAGE",0,"MEDICAL","D",6250,15.31,"1",0.25,"N",4
"1176",24,35000,"RENT",2,"MEDICAL","B",16000,11.71,"1",0.46,"N",3
"1177",24,35500,"RENT",3,"PERSONAL","A",16000,17.0965374687135,"1",0.45,"N",4
"1178",23,25000,"MORTGAGE",0,"PERSONAL","C",4750,13.57,"0",0.19,"N",2
"1179",21,25000,"MORTGAGE",4,"VENTURE","C",2800,21.7238107300151,"0",0.11,"Y",3
"1180",22,36900,"RENT",5,"VENTURE","A",16000,7.9,"1",0.43,"N",2
"1181",25,38000,"RENT",8,"MEDICAL","C",16000,12.87,"1",0.42,"Y",3
"1182",25,39000,"RENT",6,"VENTURE","D",16000,15.65,"1",0.41,"Y",3
"1183",24,39996,"RENT",1,"MEDICAL","B",16000,10.71,"1",0.4,"N",2
"1184",22,25000,"OWN",1,"VENTURE","B",6000,11.89,"0",0.24,"N",2
"1185",25,25000,"OWN",1,"VENTURE","C",4800,12.53,"0",0.19,"N",3
"1186",25,40000,"RENT",3,"EDUCATION","B",16000,11.71,"1",0.4,"N",4
"1187",23,40000,"RENT",3,"EDUCATION","C",16000,12.99,"1",0.4,"Y",2
"1188",22,40000,"RENT",1,"EDUCATION","B",16000,8.88,"1",0.4,"N",3
"1189",21,40000,"RENT",0,"EDUCATION","B",16000,11.83,"1",0.4,"N",4
"1190",22,34000,"RENT",0,"EDUCATION","D",16000,13.24,"1",0.47,"N",3
"1191",21,41900,"RENT",2,"VENTURE","C",16000,12.84,"1",0.38,"Y",2
"1192",24,42494,"RENT",7,"VENTURE","B",16000,11.71,"1",0.38,"N",3
"1193",23,25000,"MORTGAGE",4,"MEDICAL","A",5000,9.32,"0",0.2,"N",2
"1194",22,25000,"OWN",1,"PERSONAL","A",11100,9.63,"0",0.44,"N",3
"1195",24,42856,"RENT",8,"DEBTCONSOLIDATION","A",16000,8.9,"1",0.37,"N",3
"1196",25,43000,"RENT",3,"VENTURE","B",16000,11.49,"1",0.37,"N",2
"1197",25,25000,"OWN",7,"MEDICAL","B",1525,10.95,"0",0.06,"N",2
"1198",24,25000,"MORTGAGE",3,"DEBTCONSOLIDATION","A",7000,9.32,"0",0.28,"N",2
"1199",23,44000,"RENT",7,"EDUCATION","A",16000,8.49,"1",0.36,"N",4
"1200",24,44000,"RENT",8,"MEDICAL","A",16000,7.49,"1",0.36,"N",2
"1201",26,25000,"MORTGAGE",1,"VENTURE","C",12000,12.09,"1",0.48,"N",2
"1202",24,25000,"MORTGAGE",1,"MEDICAL","A",6500,14.4401289721148,"0",0.26,"N",4
"1203",22,38400,"RENT",4,"VENTURE","C",16000,11.54,"1",0.42,"Y",3
"1204",24,25000,"MORTGAGE",2,"DEBTCONSOLIDATION","A",10000,8,"0",0.4,"N",2
"1205",24,39000,"RENT",2,"DEBTCONSOLIDATION","E",16000,19.91,"1",0.41,"Y",3
"1206",22,45000,"RENT",6,"DEBTCONSOLIDATION","B",16000,10.59,"1",0.36,"N",4
"1207",21,25000,"OWN",0,"MEDICAL","B",8800,9.33,"0",0.35,"N",3
"1208",24,39000,"RENT",2,"HOMEIMPROVEMENT","C",16000,13.06,"1",0.41,"N",2
"1209",24,25040,"MORTGAGE",1,"VENTURE","A",5000,5.79,"0",0.2,"N",4
"1210",22,25062,"OWN",4,"DEBTCONSOLIDATION","D",4000,16.49,"0",0.16,"Y",2
"1211",23,25100,"OWN",7,"EDUCATION","D",10800,14.59,"0",0.43,"Y",3
"1212",26,25104,"OWN",0,"DEBTCONSOLIDATION","D",5400,16.49,"0",0.22,"N",2
"1213",23,39000,"RENT",1,"PERSONAL","B",16000,11.36,"1",0.41,"N",3
"1214",25,39000,"RENT",9,"MEDICAL","D",16000,14.11,"1",0.41,"Y",2
"1215",22,25200,"MORTGAGE",2,"PERSONAL","A",7000,6.03,"0",0.28,"N",4
"1216",23,48000,"RENT",2,"EDUCATION","B",16000,10,"1",0.33,"N",4
"1217",22,42000,"RENT",0,"VENTURE","D",16000,16,"1",0.38,"N",3
"1218",25,50000,"RENT",3,"VENTURE","D",16000,17.58,"1",0.32,"N",4
"1219",24,25200,"OWN",1,"MEDICAL","C",3200,15.23,"0",0.13,"Y",2
"1220",24,50000,"RENT",6,"HOMEIMPROVEMENT","C",16000,13.99,"1",0.32,"Y",2
"1221",25,25200,"OWN",5,"HOMEIMPROVEMENT","D",1200,15.99,"0",0.05,"Y",3
"1222",24,50000,"RENT",8,"VENTURE","B",16000,10.62,"1",0.32,"N",2
"1223",22,44000,"RENT",1,"EDUCATION","E",16000,16.35,"1",0.36,"N",3
"1224",24,51000,"RENT",8,"MEDICAL","C",16000,13.85,"1",0.31,"N",3
"1225",23,45000,"RENT",7,"MEDICAL","E",16000,16.45,"1",0.36,"Y",4
"1226",21,52000,"RENT",5,"PERSONAL","D",16000,15.7,"1",0.31,"N",4
"1227",22,53000,"RENT",2,"EDUCATION","A",16000,7.9,"0",0.3,"N",4
"1228",24,54000,"RENT",6,"DEBTCONSOLIDATION","A",16000,24.5975801971665,"0",0.3,"N",4
"1229",22,25200,"MORTGAGE",7,"MEDICAL","C",4000,12.73,"1",0.16,"N",2
"1230",25,49000,"RENT",2,"DEBTCONSOLIDATION","C",16000,21.9839873074279,"1",0.33,"N",4
"1231",22,55000,"RENT",6,"VENTURE","C",16000,25.5149289415688,"0",0.29,"Y",3
"1232",21,55000,"RENT",5,"DEBTCONSOLIDATION","A",16000,8.94,"0",0.29,"N",2
"1233",21,25200,"MORTGAGE",0,"PERSONAL","C",6500,14.26,"1",0.26,"Y",2
"1234",22,25200,"MORTGAGE",1,"PERSONAL","C",7000,13.92,"0",0.28,"N",3
"1235",25,58000,"RENT",9,"PERSONAL","A",16000,19.1557410635013,"0",0.28,"N",2
"1236",25,52000,"RENT",9,"EDUCATION","C",16000,13.98,"1",0.31,"N",3
