"Du_an","Dau.tu.ban.dau","Thang1","Thang2","Thang3","Thang4","Thang5","Thang6","Thang7","Thang8","Thang9","Thang10","Thang11","Thang12","Thang13","Thang14","Thang15","Thang16","Thang17","Thang18","Thang19","Thang20","Thang21","Thang22","Thang23","Thang24","Thang25","Thang26","Thang27","Thang28","Thang29","Thang30","Thang31","Thang32","Thang33","Thang34","Thang35","Thang36","Thang37","Thang38","Thang39","Thang40","Thang41","Thang42","Thang43","Thang44","Thang45","Thang46","Thang47","Thang48","Thang49","Thang50","Thang51","Thang52","Thang53","Thang54","Thang55","Thang56","Thang57","Thang58","Thang59","Thang60","Thang61","Thang62","Thang63","Thang64","Thang65","Thang66","Thang67","Thang68","Thang69","Thang70","Thang71","Thang72","Thang73","Thang74","Thang75","Thang76","Thang77","Thang78","Thang79","Thang80","Thang81","Thang82","Thang83","Thang84","Thang85","Thang86","Thang87","Thang88","Thang89","Thang90","Thang91","Thang92","Thang93","Thang94","Thang95","Thang96","Thang97","Thang98","Thang99","Thang100","Thang101","Thang102","Thang103","Thang104","Thang105","Thang106","Thang107","Thang108","Thang109","Thang110","Thang111","Thang112","Thang113","Thang114","Thang115","Thang116","Thang117","Thang118","Thang119","Thang120"
"Du an 212",-15000,-7000,-15000,-10000,-12000,-5000,-7000,3000,1000,1000,1000,3000,2000,1000,2000,2000,5000,4000,1000,3000,2000,1000,3000,3000,4000,5000,3000,5000,4000,1000,2000,4000,2000,1000,3000,2000,1000,4000,4000,4000,3000,5000,4000,3000,3000,4000,4000,4000,3000,3000,3000,2000,5000,1000,3000,2000,4000,1000,5000,5000,1000,4000,3000,3000,1000,5000,4000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 213",-6000,-7000,-14000,-8000,-10000,-12000,-8000,-12000,-13000,-12000,1000,5000,1000,3000,3000,4000,1000,3000,4000,2000,1000,1000,1000,4000,5000,4000,2000,2000,3000,5000,5000,2000,4000,4000,2000,1000,1000,4000,3000,3000,5000,3000,3000,2000,5000,1000,2000,3000,3000,5000,3000,5000,3000,2000,5000,2000,3000,4000,2000,5000,1000,3000,1000,1000,4000,2000,2000,4000,3000,5000,4000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 214",-7000,-9000,-5000,-10000,-15000,-9000,-14000,-7000,-12000,4000,3000,3000,2000,3000,3000,4000,2000,4000,4000,1000,1000,3000,4000,3000,2000,2000,1000,1000,3000,4000,1000,4000,2000,4000,3000,2000,5000,4000,4000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 215",-12000,-11000,-12000,-9000,-6000,-7000,-9000,-13000,-5000,-8000,5000,4000,1000,5000,2000,3000,1000,1000,5000,2000,4000,4000,3000,5000,3000,4000,1000,5000,2000,3000,4000,2000,4000,3000,5000,5000,3000,4000,3000,3000,4000,5000,1000,5000,2000,5000,2000,3000,5000,1000,1000,4000,1000,4000,4000,2000,5000,5000,3000,5000,4000,3000,3000,5000,2000,2000,5000,5000,1000,2000,3000,4000,4000,3000,2000,1000,3000,4000,2000,3000,4000,3000,3000,2000,4000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 216",-12000,-10000,-12000,-8000,-14000,-13000,-7000,-15000,-10000,-9000,-6000,-10000,5000,1000,5000,1000,5000,1000,1000,3000,5000,1000,4000,1000,4000,5000,2000,1000,1000,2000,3000,5000,4000,2000,3000,2000,4000,5000,2000,1000,5000,5000,4000,2000,1000,2000,3000,3000,4000,3000,3000,3000,5000,5000,5000,3000,1000,1000,3000,1000,3000,4000,3000,3000,4000,4000,5000,5000,1000,4000,2000,2000,3000,3000,2000,2000,1000,4000,1000,3000,5000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 217",-8000,-14000,-12000,-8000,-9000,-7000,-15000,2000,1000,3000,4000,1000,5000,5000,1000,4000,3000,5000,5000,4000,1000,3000,3000,4000,2000,1000,2000,2000,2000,3000,4000,3000,2000,5000,3000,5000,1000,4000,5000,5000,2000,3000,4000,4000,4000,4000,2000,5000,2000,1000,1000,1000,2000,5000,5000,5000,4000,3000,2000,2000,1000,4000,5000,2000,5000,2000,5000,4000,1000,2000,3000,5000,5000,5000,2000,5000,1000,3000,2000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 218",-15000,-13000,-10000,-10000,-14000,-5000,-9000,1000,4000,2000,3000,1000,2000,3000,2000,2000,1000,4000,3000,3000,5000,4000,5000,1000,2000,3000,1000,2000,3000,1000,1000,4000,1000,3000,1000,1000,2000,2000,3000,4000,1000,2000,4000,5000,2000,1000,5000,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 219",-9000,-15000,-8000,-13000,-12000,-6000,-8000,-7000,-10000,-14000,-10000,3000,4000,3000,2000,4000,1000,2000,1000,2000,2000,3000,1000,2000,5000,4000,3000,2000,4000,5000,3000,3000,1000,4000,3000,1000,5000,3000,2000,2000,2000,5000,4000,1000,3000,4000,2000,3000,5000,1000,2000,5000,4000,5000,5000,2000,3000,2000,1000,1000,4000,1000,2000,3000,1000,3000,5000,3000,2000,1000,1000,4000,5000,1000,1000,2000,2000,1000,5000,1000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 220",-15000,-9000,-8000,-14000,-6000,-12000,-14000,-9000,-14000,-11000,-12000,5000,5000,3000,5000,4000,2000,5000,4000,1000,3000,5000,2000,4000,1000,4000,2000,1000,2000,4000,2000,1000,1000,2000,1000,2000,3000,3000,2000,4000,4000,5000,4000,5000,5000,3000,3000,1000,3000,3000,1000,4000,2000,5000,3000,2000,4000,3000,2000,1000,2000,3000,2000,4000,1000,1000,2000,1000,5000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 221",-13000,-11000,-8000,-13000,-8000,-5000,-8000,-13000,-11000,-11000,-7000,3000,3000,1000,5000,5000,3000,1000,3000,3000,2000,3000,4000,1000,4000,3000,3000,4000,1000,5000,2000,5000,4000,1000,2000,3000,4000,4000,4000,4000,1000,4000,5000,1000,4000,5000,1000,2000,1000,1000,3000,5000,5000,3000,2000,5000,3000,4000,5000,1000,2000,4000,3000,1000,1000,5000,4000,5000,1000,4000,2000,1000,5000,1000,1000,5000,1000,5000,5000,3000,3000,1000,5000,1000,3000,3000,3000,2000,3000,3000,4000,5000,4000,2000,3000,4000,3000,4000,4000,3000,1000,1000,3000,3000,1000,4000,2000,3000,4000,4000,0,0,0,0,0,0,0,0,0,0,0
"Du an 222",-11000,-10000,-11000,-8000,-8000,-12000,4000,4000,1000,4000,1000,4000,4000,2000,4000,2000,3000,1000,1000,4000,4000,3000,3000,2000,3000,1000,2000,3000,2000,3000,1000,5000,2000,2000,2000,5000,3000,4000,2000,4000,5000,3000,3000,5000,4000,5000,5000,4000,1000,3000,2000,1000,2000,3000,4000,4000,5000,3000,5000,4000,3000,2000,4000,1000,3000,2000,3000,4000,3000,3000,2000,2000,4000,2000,2000,1000,4000,5000,2000,2000,2000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 223",-9000,-12000,-15000,-8000,-13000,-15000,-15000,-6000,-5000,-5000,-15000,-6000,3000,5000,1000,2000,2000,3000,5000,1000,3000,4000,2000,4000,1000,2000,3000,5000,2000,2000,4000,3000,2000,3000,1000,3000,4000,3000,3000,5000,1000,4000,1000,3000,3000,4000,3000,1000,5000,2000,5000,3000,5000,3000,3000,3000,5000,2000,2000,4000,1000,4000,2000,4000,5000,1000,2000,4000,4000,4000,1000,1000,3000,3000,1000,3000,1000,1000,1000,2000,5000,1000,2000,5000,4000,3000,1000,4000,4000,1000,5000,5000,2000,3000,2000,5000,1000,1000,3000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 224",-15000,-8000,-14000,-5000,-10000,-5000,-9000,1000,1000,4000,2000,1000,4000,3000,3000,1000,3000,2000,5000,4000,2000,5000,5000,2000,2000,5000,1000,3000,5000,3000,5000,3000,4000,5000,1000,1000,3000,5000,3000,1000,5000,2000,2000,3000,3000,2000,2000,1000,4000,2000,4000,2000,2000,5000,4000,1000,5000,4000,2000,3000,1000,5000,4000,1000,2000,5000,3000,2000,2000,4000,5000,4000,4000,5000,5000,1000,4000,5000,5000,1000,4000,5000,4000,3000,2000,4000,5000,1000,1000,4000,4000,5000,4000,1000,1000,3000,5000,3000,5000,2000,5000,3000,3000,1000,2000,2000,5000,4000,5000,3000,1000,3000,0,0,0,0,0,0,0,0,0
"Du an 225",-7000,-9000,-6000,-5000,-8000,-13000,3000,2000,3000,2000,4000,5000,4000,3000,1000,5000,2000,2000,3000,4000,1000,5000,1000,2000,2000,1000,2000,4000,3000,3000,5000,3000,5000,2000,2000,4000,2000,4000,4000,3000,1000,3000,5000,2000,4000,1000,5000,4000,2000,2000,1000,4000,1000,3000,2000,3000,1000,1000,3000,5000,5000,2000,1000,2000,4000,1000,5000,1000,3000,1000,2000,5000,2000,4000,4000,3000,3000,5000,3000,4000,4000,1000,5000,3000,4000,4000,2000,5000,1000,1000,2000,5000,2000,4000,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 226",-7000,-5000,-7000,-9000,-14000,-5000,-15000,-12000,-15000,-14000,-9000,-8000,3000,4000,2000,3000,3000,5000,4000,2000,2000,5000,3000,5000,2000,1000,5000,2000,4000,2000,2000,1000,1000,5000,5000,4000,3000,5000,5000,2000,5000,5000,2000,3000,2000,4000,5000,2000,5000,4000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 227",-15000,-11000,-11000,-5000,-10000,-15000,-14000,-15000,-5000,-14000,1000,1000,4000,4000,4000,3000,5000,3000,2000,5000,5000,1000,4000,5000,5000,2000,4000,5000,3000,3000,1000,4000,3000,2000,3000,3000,1000,4000,5000,5000,1000,4000,4000,4000,2000,4000,4000,2000,1000,5000,5000,5000,1000,3000,2000,5000,3000,2000,3000,4000,5000,2000,5000,2000,4000,1000,2000,1000,4000,4000,3000,3000,5000,5000,1000,2000,4000,1000,1000,4000,1000,3000,2000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 228",-12000,-5000,-6000,-5000,-15000,-10000,-7000,-15000,1000,5000,1000,2000,2000,3000,5000,2000,5000,5000,2000,4000,5000,1000,3000,5000,5000,5000,1000,5000,2000,4000,5000,3000,4000,2000,5000,5000,2000,2000,3000,2000,1000,4000,2000,3000,2000,1000,1000,4000,2000,2000,4000,1000,5000,5000,1000,5000,5000,1000,1000,1000,1000,5000,2000,4000,4000,4000,2000,2000,4000,2000,5000,5000,4000,1000,2000,1000,4000,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 229",-8000,-8000,-11000,-14000,-6000,-8000,-10000,-8000,-7000,-11000,-5000,5000,1000,3000,3000,1000,4000,1000,1000,4000,2000,4000,3000,3000,1000,4000,4000,3000,4000,4000,3000,5000,5000,5000,5000,2000,1000,1000,5000,1000,5000,4000,4000,4000,5000,1000,2000,3000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 230",-15000,-9000,-12000,-5000,-12000,-9000,-14000,-5000,-10000,-6000,-8000,5000,5000,4000,2000,1000,1000,5000,4000,4000,3000,1000,4000,1000,4000,5000,4000,4000,1000,2000,5000,4000,4000,3000,2000,4000,4000,2000,2000,5000,3000,2000,5000,2000,5000,5000,3000,4000,5000,2000,5000,2000,3000,1000,2000,2000,4000,3000,1000,1000,4000,3000,5000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 231",-8000,-11000,-11000,-9000,-6000,-11000,-11000,-5000,-8000,-5000,-13000,2000,1000,3000,2000,3000,5000,3000,5000,1000,1000,5000,4000,5000,4000,5000,2000,2000,2000,4000,2000,4000,5000,5000,3000,1000,4000,3000,3000,1000,1000,1000,1000,1000,1000,4000,3000,4000,4000,5000,3000,2000,3000,1000,2000,5000,2000,3000,1000,4000,5000,4000,1000,4000,4000,2000,3000,5000,2000,3000,5000,5000,3000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 232",-8000,-15000,-14000,-9000,-10000,-13000,-15000,-13000,-9000,-6000,-10000,-7000,1000,1000,2000,1000,4000,3000,3000,2000,2000,1000,4000,1000,5000,3000,2000,3000,5000,3000,3000,2000,3000,5000,1000,3000,4000,2000,3000,1000,3000,3000,1000,4000,5000,3000,1000,4000,4000,5000,5000,1000,1000,2000,5000,2000,5000,1000,5000,2000,1000,1000,5000,2000,2000,5000,4000,1000,3000,2000,1000,5000,5000,4000,5000,4000,5000,2000,2000,5000,5000,4000,4000,1000,3000,4000,5000,3000,5000,4000,3000,3000,4000,5000,3000,4000,4000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 233",-15000,-6000,-11000,-8000,-5000,-13000,3000,5000,5000,1000,5000,5000,5000,5000,1000,4000,1000,5000,2000,1000,4000,1000,1000,1000,1000,4000,4000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 234",-7000,-12000,-15000,-14000,-5000,-5000,-12000,4000,3000,3000,4000,4000,2000,2000,4000,3000,4000,3000,5000,3000,4000,1000,4000,3000,3000,1000,4000,1000,2000,5000,1000,2000,1000,4000,5000,1000,4000,5000,2000,5000,1000,4000,4000,2000,1000,2000,4000,3000,1000,1000,1000,1000,4000,5000,4000,5000,1000,3000,1000,5000,5000,4000,1000,4000,1000,2000,4000,1000,1000,1000,1000,3000,2000,5000,4000,5000,1000,3000,5000,1000,1000,3000,4000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 235",-14000,-9000,-15000,-11000,-5000,-12000,2000,5000,1000,3000,3000,1000,3000,3000,4000,5000,3000,2000,5000,2000,2000,4000,4000,4000,5000,5000,1000,1000,1000,4000,1000,1000,3000,2000,4000,5000,4000,3000,4000,3000,3000,4000,2000,1000,1000,5000,3000,1000,4000,2000,2000,3000,5000,5000,3000,4000,1000,1000,2000,4000,5000,2000,3000,5000,3000,2000,5000,5000,2000,5000,5000,4000,2000,5000,5000,2000,1000,2000,5000,3000,5000,1000,1000,1000,3000,4000,5000,1000,5000,2000,2000,1000,2000,2000,1000,3000,4000,4000,1000,3000,5000,3000,1000,4000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 236",-5000,-5000,-5000,-6000,-5000,-5000,-12000,-5000,-15000,-6000,2000,4000,5000,3000,3000,2000,5000,1000,2000,3000,3000,2000,4000,4000,4000,4000,3000,4000,2000,2000,4000,3000,5000,1000,2000,5000,3000,1000,3000,1000,3000,1000,3000,1000,1000,3000,1000,5000,2000,5000,4000,2000,4000,2000,3000,1000,3000,3000,1000,4000,2000,1000,1000,5000,3000,5000,3000,5000,2000,2000,4000,4000,3000,2000,5000,1000,5000,4000,5000,5000,2000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 237",-11000,-8000,-6000,-15000,-7000,-5000,-10000,-12000,-7000,-9000,-7000,4000,2000,1000,4000,2000,4000,3000,2000,2000,4000,2000,2000,3000,1000,2000,2000,4000,4000,3000,5000,2000,5000,5000,5000,2000,5000,5000,3000,5000,5000,2000,4000,5000,2000,1000,1000,1000,2000,1000,1000,3000,4000,4000,1000,4000,2000,5000,4000,1000,4000,1000,2000,1000,2000,5000,5000,2000,1000,1000,2000,3000,2000,3000,3000,5000,3000,3000,4000,1000,2000,4000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 238",-5000,-8000,-8000,-9000,-13000,-9000,4000,2000,1000,2000,2000,3000,5000,5000,2000,4000,1000,3000,2000,2000,5000,2000,5000,1000,4000,3000,2000,1000,2000,3000,4000,1000,5000,4000,5000,3000,5000,1000,1000,4000,5000,1000,2000,2000,1000,5000,1000,1000,1000,5000,2000,4000,3000,1000,2000,2000,1000,2000,1000,3000,3000,1000,1000,5000,2000,1000,1000,1000,5000,5000,5000,2000,2000,2000,2000,1000,1000,1000,5000,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 239",-15000,-14000,-8000,-5000,-11000,-11000,-10000,3000,3000,3000,2000,4000,4000,4000,5000,4000,3000,1000,1000,4000,2000,4000,5000,1000,5000,5000,3000,4000,5000,4000,2000,3000,2000,4000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 240",-6000,-11000,-10000,-5000,-5000,-7000,-9000,-12000,-7000,-14000,5000,1000,4000,4000,5000,4000,1000,1000,3000,4000,3000,4000,2000,1000,4000,5000,1000,2000,5000,2000,5000,1000,3000,3000,1000,4000,4000,5000,2000,4000,1000,5000,1000,1000,4000,3000,2000,2000,4000,2000,1000,1000,2000,3000,4000,3000,4000,1000,1000,2000,4000,1000,3000,5000,3000,4000,2000,1000,5000,4000,2000,4000,4000,1000,5000,4000,4000,5000,4000,4000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 241",-5000,-7000,-6000,-8000,-15000,-15000,-5000,-14000,5000,5000,4000,5000,2000,2000,3000,2000,3000,4000,2000,5000,3000,2000,5000,2000,2000,3000,4000,1000,1000,5000,3000,2000,3000,2000,5000,1000,5000,1000,1000,1000,3000,1000,5000,5000,3000,4000,1000,1000,5000,4000,2000,4000,2000,1000,3000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 242",-7000,-5000,-8000,-7000,-15000,-5000,-9000,-5000,-12000,-13000,-8000,-9000,3000,1000,1000,2000,1000,4000,2000,4000,5000,1000,3000,1000,5000,2000,5000,1000,2000,3000,4000,1000,5000,4000,1000,2000,4000,5000,1000,5000,3000,1000,4000,2000,5000,2000,4000,4000,5000,1000,5000,3000,2000,4000,4000,4000,3000,5000,3000,2000,2000,3000,1000,4000,5000,1000,2000,2000,4000,1000,3000,5000,1000,4000,3000,4000,5000,2000,2000,3000,4000,4000,4000,5000,3000,3000,1000,2000,4000,5000,3000,2000,1000,4000,2000,1000,3000,3000,5000,3000,4000,4000,4000,5000,3000,4000,5000,5000,3000,3000,5000,3000,4000,0,0,0,0,0,0,0,0
"Du an 243",-9000,-5000,-9000,-13000,-15000,-8000,-6000,-12000,-12000,3000,1000,2000,5000,3000,2000,2000,3000,1000,3000,3000,1000,3000,5000,4000,2000,4000,4000,2000,3000,3000,5000,3000,4000,3000,1000,2000,4000,3000,3000,4000,3000,3000,5000,1000,1000,3000,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 244",-6000,-7000,-12000,-5000,-6000,-12000,-9000,5000,1000,4000,1000,4000,3000,3000,4000,3000,2000,3000,5000,3000,5000,2000,4000,5000,5000,3000,1000,2000,5000,3000,4000,2000,4000,2000,3000,2000,5000,2000,5000,3000,2000,3000,3000,5000,4000,4000,4000,4000,3000,5000,4000,5000,4000,4000,1000,2000,5000,2000,5000,5000,4000,4000,4000,1000,2000,5000,5000,4000,2000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 245",-14000,-12000,-11000,-14000,-7000,-8000,-6000,-14000,-10000,2000,1000,5000,3000,3000,3000,4000,1000,5000,3000,3000,1000,1000,4000,2000,1000,1000,1000,5000,3000,3000,5000,5000,5000,5000,4000,1000,2000,3000,2000,3000,5000,3000,1000,2000,4000,4000,2000,4000,1000,1000,2000,5000,1000,2000,4000,1000,4000,2000,2000,4000,1000,4000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 246",-13000,-11000,-11000,-10000,-13000,-14000,-15000,-15000,-8000,-5000,-10000,-6000,3000,4000,4000,4000,5000,3000,4000,4000,1000,3000,3000,3000,1000,5000,4000,2000,2000,4000,2000,1000,1000,2000,5000,5000,2000,5000,2000,3000,3000,3000,1000,1000,4000,5000,2000,4000,1000,2000,1000,1000,3000,4000,1000,4000,2000,2000,2000,3000,2000,3000,4000,1000,2000,2000,4000,3000,4000,3000,4000,5000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 247",-8000,-6000,-6000,-13000,-9000,-8000,-15000,-11000,-6000,5000,2000,1000,3000,2000,1000,3000,2000,1000,4000,1000,2000,5000,1000,1000,3000,2000,2000,3000,4000,3000,4000,4000,4000,5000,1000,1000,5000,4000,3000,2000,5000,5000,4000,4000,2000,1000,3000,4000,1000,3000,5000,5000,1000,3000,5000,2000,5000,2000,3000,1000,3000,5000,3000,2000,2000,4000,3000,5000,5000,1000,4000,5000,4000,4000,1000,5000,4000,3000,2000,2000,2000,1000,2000,3000,2000,3000,3000,4000,4000,1000,4000,4000,2000,5000,5000,1000,4000,2000,5000,2000,3000,2000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 248",-6000,-13000,-13000,-12000,-12000,-11000,-10000,5000,2000,1000,1000,4000,3000,2000,4000,5000,2000,1000,5000,5000,1000,2000,3000,3000,4000,3000,5000,3000,4000,3000,2000,3000,2000,5000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 249",-15000,-10000,-8000,-12000,-11000,-15000,-14000,-7000,-11000,-5000,1000,5000,5000,4000,5000,5000,3000,4000,1000,3000,5000,3000,3000,1000,3000,1000,2000,2000,4000,1000,3000,2000,4000,2000,1000,1000,4000,3000,3000,2000,2000,2000,3000,4000,1000,2000,5000,5000,3000,2000,4000,3000,5000,4000,1000,2000,5000,5000,5000,2000,1000,1000,1000,4000,2000,4000,1000,5000,3000,4000,4000,4000,5000,1000,4000,3000,1000,1000,4000,5000,4000,1000,5000,5000,3000,1000,4000,2000,1000,4000,3000,5000,5000,4000,4000,4000,5000,3000,5000,5000,3000,1000,4000,1000,5000,2000,3000,4000,3000,3000,2000,5000,5000,4000,5000,0,0,0,0,0,0
"Du an 250",-5000,-10000,-7000,-7000,-14000,-5000,-13000,-8000,-6000,2000,2000,1000,4000,5000,5000,2000,4000,3000,5000,2000,2000,5000,5000,2000,2000,1000,1000,5000,4000,4000,4000,4000,2000,1000,3000,1000,3000,2000,5000,2000,3000,2000,3000,3000,1000,4000,2000,2000,3000,2000,4000,2000,3000,4000,3000,1000,4000,1000,4000,4000,3000,4000,2000,2000,2000,3000,5000,1000,3000,4000,4000,3000,2000,2000,4000,5000,5000,4000,2000,1000,1000,3000,4000,4000,2000,5000,3000,5000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Du an 251",-5000,-15000,-7000,-14000,-5000,-6000,1000,2000,3000,1000,4000,1000,2000,2000,5000,3000,3000,5000,3000,5000,4000,4000,3000,1000,1000,4000,1000,1000,5000,3000,5000,4000,3000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
